,Palabra,cant central,cant cuyo,Total central,Total cuyo,Total central cuyo,Pvalue,fnorm central,fnorm cuyo,maxdif
7285,cobrarían,0.0,6.0,0,5,5,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7284,moroder,0.0,6.0,0,2,2,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7283,girador,0.0,6.0,0,6,6,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7322,quejarr,0.0,6.0,0,5,5,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7281,encontremosss,0.0,6.0,0,6,6,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7279,pennisi,0.0,6.0,0,1,1,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7269,chachingo,0.0,6.0,0,5,5,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7278,enológico,0.0,6.0,0,3,3,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7277,fronteriza,0.0,6.0,0,6,6,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7276,azog,0.0,6.0,0,1,1,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7275,stm,0.0,6.0,0,6,6,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7274,alianzaa,0.0,6.0,0,1,1,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7273,vedelago,0.0,6.0,0,1,1,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7272,mañosos,0.0,6.0,0,6,6,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7271,timbreque,0.0,6.0,0,1,1,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7270,coton,0.0,6.0,0,5,5,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7321,sous,0.0,6.0,0,2,2,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7335,legalidadd,0.0,6.0,0,6,6,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7323,rikisimooo,0.0,6.0,0,1,1,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
10449,molidooo,1.0,6.0,1,2,3,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10447,corono,1.0,6.0,1,4,5,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10446,sampler,1.0,6.0,1,3,4,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10445,potrillos,1.0,6.0,1,1,2,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10510,agitá,1.0,6.0,1,6,7,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10492,cántale,1.0,6.0,1,3,4,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10509,nnnna,1.0,6.0,1,3,4,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10508,trad,1.0,6.0,1,1,2,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10491,pokemón,1.0,6.0,1,5,6,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10507,filardi,1.0,6.0,1,2,3,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10506,diosi,1.0,6.0,1,4,5,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10505,resistirte,1.0,6.0,1,5,6,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10490,iluminara,1.0,6.0,1,4,5,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10504,repeto,1.0,6.0,1,6,7,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10489,livolsi,1.0,6.0,1,1,2,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10444,cuiti,1.0,6.0,1,1,2,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
7361,cocolos,0.0,6.0,0,1,1,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7360,lencinas,0.0,6.0,0,5,5,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7359,meguu,0.0,6.0,0,6,6,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7358,fabina,0.0,6.0,0,1,1,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
10448,vitalicia,1.0,6.0,1,6,7,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10511,addio,1.0,6.0,1,1,2,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
7324,coccia,0.0,6.0,0,1,1,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
10451,gueeena,1.0,6.0,1,6,7,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10459,gras,1.0,6.0,1,5,6,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10460,mirass,1.0,6.0,1,6,7,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10461,pamelia,1.0,6.0,1,4,5,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10462,cachavacha,1.0,6.0,1,4,5,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10463,sinfónico,1.0,6.0,1,6,7,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10464,consultarme,1.0,6.0,1,5,6,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10465,extensivo,1.0,6.0,1,6,7,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10466,resigna,1.0,6.0,1,6,7,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10467,asterion,1.0,6.0,1,1,2,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10468,mistral,1.0,6.0,1,3,4,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
7248,krause,0.0,6.0,0,4,4,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
10458,enrroscada,1.0,6.0,1,5,6,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10469,kelepasa,1.0,6.0,1,6,7,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10457,shevo,1.0,6.0,1,6,7,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10456,leoon,1.0,6.0,1,3,4,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10455,dv,1.0,6.0,1,3,4,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10454,mojon,1.0,6.0,1,6,7,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10453,yerman,1.0,6.0,1,2,3,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10452,quiciera,1.0,6.0,1,2,3,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
7357,lunlunta,0.0,6.0,0,6,6,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
10488,terruño,1.0,6.0,1,3,4,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
7356,hotels,0.0,6.0,0,1,1,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7355,embolarme,0.0,6.0,0,6,6,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
10474,mejorará,1.0,6.0,1,5,6,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10475,escriboo,1.0,6.0,1,6,7,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10476,apppa,1.0,6.0,1,6,7,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
7341,parlero,0.0,6.0,0,6,6,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7340,bonacci,0.0,6.0,0,4,4,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7339,decídanse,0.0,6.0,0,6,6,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7338,bandi,0.0,6.0,0,3,3,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7337,agulles,0.0,6.0,0,3,3,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7336,reservorios,0.0,6.0,0,2,2,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7334,maipucinos,0.0,6.0,0,4,4,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7333,pouille,0.0,6.0,0,2,2,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7332,chipica,0.0,6.0,0,4,4,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7331,roberti,0.0,6.0,0,3,3,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7330,judass,0.0,6.0,0,1,1,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7329,boconear,0.0,6.0,0,5,5,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7328,reigan,0.0,6.0,0,1,1,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7327,cumpii,0.0,6.0,0,4,4,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7326,siestonaaa,0.0,6.0,0,5,5,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7325,enologo,0.0,6.0,0,5,5,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
10473,huh,1.0,6.0,1,4,5,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
7342,epub,0.0,6.0,0,3,3,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
10472,macdonalds,1.0,6.0,1,4,5,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
7348,hermosame,0.0,6.0,0,1,1,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7354,citronero,0.0,6.0,0,3,3,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7353,papeeein,0.0,6.0,0,3,3,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7352,escribimee,0.0,6.0,0,5,5,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7351,azaguate,0.0,6.0,0,4,4,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7350,jani,0.0,6.0,0,5,5,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
10442,denominado,1.0,6.0,1,6,7,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10487,fantasmona,1.0,6.0,1,5,6,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
7349,jany,0.0,6.0,0,4,4,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7347,golovkin,0.0,6.0,0,4,4,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
10471,tafí,1.0,6.0,1,2,3,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
7346,tirape,0.0,6.0,0,6,6,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7345,herensperger,0.0,6.0,0,2,2,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7344,colectoras,0.0,6.0,0,3,3,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7343,asarrr,0.0,6.0,0,5,5,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
10486,brillarr,1.0,6.0,1,6,7,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10485,punible,1.0,6.0,1,5,6,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10484,sacramentos,1.0,6.0,1,6,7,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10470,carolino,1.0,6.0,1,3,4,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10443,irlo,1.0,6.0,1,6,7,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10450,adrían,1.0,6.0,1,4,5,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
7247,sanrafael,0.0,6.0,0,6,6,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7108,calidoscopio,0.0,6.0,0,1,1,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7106,tirapelo,0.0,6.0,0,6,6,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7105,virola,0.0,6.0,0,6,6,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7104,barricas,0.0,6.0,0,3,3,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7103,lagomaggiore,0.0,6.0,0,5,5,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7102,avalúo,0.0,6.0,0,4,4,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7101,metrotranvia,0.0,6.0,0,4,4,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7100,desiderio,0.0,6.0,0,2,2,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7099,salonia,0.0,6.0,0,3,3,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7098,scorch,0.0,6.0,0,1,1,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7097,confirmaría,0.0,6.0,0,4,4,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
10422,desatine,1.0,6.0,1,4,5,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10421,convenir,1.0,6.0,1,5,6,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10493,murano,1.0,6.0,1,6,7,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10420,blackstar,1.0,6.0,1,4,5,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10419,kemepasa,1.0,6.0,1,4,5,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10418,julietaa,1.0,6.0,1,6,7,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10417,mediterráneo,1.0,6.0,1,4,5,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10416,muerrrta,1.0,6.0,1,3,4,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10415,estoooyyy,1.0,6.0,1,3,4,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10414,chanchii,1.0,6.0,1,6,7,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10413,sancionados,1.0,6.0,1,5,6,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10412,issues,1.0,6.0,1,4,5,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10411,matus,1.0,6.0,1,3,4,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10410,reactiva,1.0,6.0,1,6,7,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10409,aguanieve,1.0,6.0,1,5,6,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10408,bagayo,1.0,6.0,1,3,4,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10407,mozilla,1.0,6.0,1,5,6,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10406,festejarr,1.0,6.0,1,6,7,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10405,demostrá,1.0,6.0,1,5,6,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
7107,graniceras,0.0,6.0,0,3,3,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7109,perdonarías,0.0,6.0,0,4,4,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
10403,fao,1.0,6.0,1,2,3,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
7246,amebal,0.0,6.0,0,5,5,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7139,pintándote,0.0,6.0,0,1,1,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7138,gggrrr,0.0,6.0,0,2,2,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7137,canutaaa,0.0,6.0,0,5,5,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7136,bresca,0.0,6.0,0,2,2,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7135,essselenteee,0.0,6.0,0,1,1,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7134,cosechador,0.0,6.0,0,6,6,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7133,caducha,0.0,6.0,0,1,1,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7132,vinai,0.0,6.0,0,2,2,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7131,terrome,0.0,6.0,0,2,2,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7130,makunga,0.0,6.0,0,3,3,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7129,continent,0.0,6.0,0,2,2,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7128,dairo,0.0,6.0,0,1,1,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7127,hondere,0.0,6.0,0,4,4,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7126,berloco,0.0,6.0,0,1,1,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7125,redacciones,0.0,6.0,0,6,6,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7124,agosta,0.0,6.0,0,3,3,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7123,cariloco,0.0,6.0,0,6,6,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7122,peterle,0.0,6.0,0,2,2,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7121,nothin,0.0,6.0,0,6,6,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7120,cnd,0.0,6.0,0,4,4,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7119,efa,0.0,6.0,0,1,1,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7118,borgesemecé,0.0,6.0,0,1,1,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7117,trizado,0.0,6.0,0,5,5,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7116,rosé,0.0,6.0,0,3,3,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7115,dementores,0.0,6.0,0,6,6,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7114,vidi,0.0,6.0,0,6,6,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7113,densean,0.0,6.0,0,6,6,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7112,barsaaa,0.0,6.0,0,6,6,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
7111,aram,0.0,6.0,0,2,2,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
10404,estresadisima,1.0,6.0,1,6,7,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10402,celador,1.0,6.0,1,5,6,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
7141,degusta,0.0,6.0,0,3,3,0.000610522545044,0.0543388926549,0.638135012139,11.7436145818
10369,amiooo,1.0,6.0,1,6,7,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10367,destruction,1.0,6.0,1,4,5,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10366,pionera,1.0,6.0,1,4,5,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10365,rusi,1.0,6.0,1,3,4,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10364,services,1.0,6.0,1,3,4,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10363,medianera,1.0,6.0,1,3,4,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10362,inpres,1.0,6.0,1,4,5,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10361,abueli,1.0,6.0,1,2,3,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10360,nuunca,1.0,6.0,1,5,6,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10359,putahija,1.0,6.0,1,1,2,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10358,wachii,1.0,6.0,1,4,5,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10357,guachiii,1.0,6.0,1,4,5,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10356,sanmartiniano,1.0,6.0,1,4,5,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10355,lucirás,1.0,6.0,1,6,7,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10354,retornando,1.0,6.0,1,4,5,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10353,disiento,1.0,6.0,1,6,7,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10352,mostrárselo,1.0,6.0,1,6,7,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10351,bolillero,1.0,6.0,1,5,6,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10350,hnitooo,1.0,6.0,1,3,4,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10349,tress,1.0,6.0,1,5,6,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10494,kejesto,1.0,6.0,1,3,4,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10495,carrete,1.0,6.0,1,4,5,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10496,retiroo,1.0,6.0,1,6,7,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10497,dol,1.0,6.0,1,3,4,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10498,vicepresidencia,1.0,6.0,1,4,5,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10499,progresiva,1.0,6.0,1,5,6,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10500,chamullaron,1.0,6.0,1,6,7,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10501,tocalla,1.0,6.0,1,6,7,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10502,interneet,1.0,6.0,1,6,7,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10503,importooo,1.0,6.0,1,5,6,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10368,barraquero,1.0,6.0,1,4,5,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10370,donne,1.0,6.0,1,3,4,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10401,conocerás,1.0,6.0,1,5,6,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10371,caraduuura,1.0,6.0,1,5,6,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10400,panameño,1.0,6.0,1,4,5,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10399,scenery,1.0,6.0,1,3,4,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10398,milanesaaas,1.0,6.0,1,5,6,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10397,detenidas,1.0,6.0,1,4,5,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10396,apolítica,1.0,6.0,1,5,6,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10395,boni,1.0,6.0,1,5,6,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10394,miei,1.0,6.0,1,1,2,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10393,jodeeeme,1.0,6.0,1,6,7,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10392,renatea,1.0,6.0,1,3,4,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10391,pishuelaaa,1.0,6.0,1,1,2,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10390,marcharán,1.0,6.0,1,3,4,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10389,hahahha,1.0,6.0,1,5,6,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10388,robaré,1.0,6.0,1,6,7,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10387,darcy,1.0,6.0,1,4,5,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10386,adebayor,1.0,6.0,1,1,2,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10385,evaluaron,1.0,6.0,1,4,5,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10384,imitemos,1.0,6.0,1,3,4,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10383,asesoro,1.0,6.0,1,3,4,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10382,beiiiaaa,1.0,6.0,1,3,4,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
10381,goycochea,1.0,6.0,1,5,6,0.0037016590743,0.0543388926549,0.638135012139,11.7436145818
