,Palabra,cant central,cant guaranitica,Total central,Total guaranitica,Total central guaranitica,Pvalue,fnorm central,fnorm guaranitica,maxdif
14967,raperas,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15009,unaso,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14904,picheluda,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14876,qjj,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14875,gastaldi,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14874,mexy,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14873,cenma,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14872,miluw,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14871,lanse,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14870,chabbbon,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14869,bojanich,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14868,holah,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15308,pedofiliar,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15309,quizaz,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15310,cofrade,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15311,asdsadsa,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15312,segundeen,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15313,bkkk,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15314,bizarrearla,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15315,bloquiar,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15316,sones,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15317,bosquesito,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15318,uacm,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15319,centricos,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15320,merecimiento,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15321,yuthiel,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14877,kubos,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14878,xusha,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14879,carteya,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14892,afe,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14902,chipotear,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14901,lenos,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14900,agni,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14899,thiana,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14898,riutort,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14897,dianela,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14896,ºº,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14895,forriadas,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14894,algi,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14893,manquie,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14891,invitaran,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14880,nigths,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14890,rondamorabar,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14889,luquio,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14888,puntanas,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14887,surum,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14886,decibe,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14885,largoyaaa,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14884,tupepe,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14883,platoniko,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14882,torbidoni,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14881,willington,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15322,abiertaslicenciaturas,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15323,rerererere,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15324,bloquié,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15362,servente,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15352,subrini,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15353,besillo,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15354,riccardo,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15355,elementosmantel,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15356,accotto,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15357,zizizi,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15358,buta,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15359,quéloscumplasfeliz,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15360,ksti,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15361,guarco,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15374,aniya,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15350,espinillos,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15373,jaén,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15372,fajitass,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15371,atontada,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15370,docentesotorgan,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15369,sturze,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15368,uepaaa,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15367,burrona,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15366,patoss,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15365,dyro,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15364,almacor,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15351,ail,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15349,devenida,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15325,kawen,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15336,tubhier,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15326,argie,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15327,conu,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15328,interdepartamental,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15329,poulover,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15330,culiaau,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15331,triatleta,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15332,bingacho,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15333,forcada,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15334,fosbe,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15335,uauauuu,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15337,enculo,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15348,mostasa,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15338,mafaldas,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15339,llevalas,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15340,qisio,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15341,comeerrr,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15342,lacamoire,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15343,anglada,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15344,charvetto,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15345,sugeridas,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15346,turira,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15347,cueio,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14903,quilombazo,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14905,viku,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15008,bajador,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14906,pianistas,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14981,vistalegre,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14980,sevillanas,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14979,jajjajajjajaj,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14978,axelbursi,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14977,curli,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14976,plc,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14975,unm,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14974,cariñooos,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14973,lqnf,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14972,nsv,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14971,ilusaaa,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14970,favm,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14969,barti,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14968,aguannnta,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
21621,puloveres,6.0,1.0,6,1,7,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
14966,espatula,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14965,bottaro,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14964,aromatizador,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14963,shoberto,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14962,bva,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14961,caef,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14960,caiao,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14959,pointsss,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14982,zoza,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14983,sportfrio,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14984,fraze,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14997,gorriadaso,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15007,leonte,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15006,viiiº,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15005,impuro,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15004,brinkmann,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15003,yuls,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15002,chandal,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15001,scrosoppi,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15000,triatletica,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14999,batachaaa,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14998,snn,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14996,sanloreee,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14985,cautana,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14995,lugosi,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14994,augusta,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14993,tutili,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14992,guily,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14991,cofo,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14990,emexar,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14989,carrion,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14988,unrc,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14987,assum,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14986,gomasos,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14958,mercadillo,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14957,paduaaa,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14956,samoré,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14918,nececita,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14928,recolecc,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14927,iesaaa,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14926,rosmiii,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14925,cavallera,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14924,sora,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14923,suhr,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14922,pitudas,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14921,ulisero,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14920,robsten,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14919,selargoya,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14917,promedia,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14930,wachhho,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14916,kushh,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14915,foletto,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14914,virdo,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14913,elpe,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14912,desirteh,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14911,pov,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14910,ituz,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14909,ortopedia,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14908,kudelca,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14907,sonsaaa,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14929,apurara,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14931,rabaaas,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14955,flashass,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14944,pacato,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14954,lé,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14953,kisio,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14952,cohorte,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14951,trenti,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14950,buebuebue,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14949,miresha,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14948,chaquéño,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14947,flincho,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14946,chopy,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14945,epn,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14943,partidista,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14932,aspersores,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14942,comán,6.0,0.0,2,0,2,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14941,decapito,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14940,antofagasta,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14939,cordobesista,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14938,jarl,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14937,ligorria,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14936,acompananos,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14935,cargateee,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14934,sacanta,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
14933,tallereees,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
21622,juvenilia,6.0,1.0,1,1,2,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21687,resfriadisima,6.0,1.0,4,1,5,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21620,undiano,6.0,1.0,3,1,4,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21471,pouso,6.0,1.0,2,1,3,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21468,slither,6.0,1.0,6,1,7,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21469,forriada,6.0,1.0,6,1,7,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
15240,nochesooon,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15239,chomi,6.0,0.0,5,0,5,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15238,koxmoz,6.0,0.0,3,0,3,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15237,ajgd,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15236,mcs,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15235,rodesias,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15234,renovarte,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15233,omam,6.0,0.0,1,0,1,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
21470,jujeñas,6.0,1.0,4,1,5,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21472,motus,6.0,1.0,1,1,2,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
21466,engranajes,6.0,1.0,5,1,6,0.00798974225172,0.326033355929,0.0322502516326,10.1094825443
15232,kiasko,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15231,fierasa,6.0,0.0,6,0,6,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
15230,ersep,6.0,0.0,4,0,4,0.00147508275999,0.326033355929,0.0322502516326,10.1094825443
