,Palabra,cant cuyo,cant guaranitica,Total cuyo,Total guaranitica,Total cuyo guaranitica,Pvalue,fnorm cuyo,fnorm guaranitica,maxdif
9775,fcfcfc,4.0,0.0,3,0,3,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9774,festejarme,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9773,nesesitando,4.0,0.0,2,0,2,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9772,instagramm,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9771,bultosos,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9770,ooi,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9769,thalifamilia,4.0,0.0,1,0,1,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9768,rayuin,4.0,0.0,3,0,3,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9767,mellado,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9766,saludarlas,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9786,gennia,4.0,0.0,1,0,1,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9788,otavis,4.0,0.0,3,0,3,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9764,menegazzo,4.0,0.0,3,0,3,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
15394,reservoir,4.0,1.0,4,1,5,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
9453,legítimas,4.0,0.0,3,0,3,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9800,ɴo,4.0,0.0,1,0,1,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9799,zecca,4.0,0.0,1,0,1,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9798,ghiotti,4.0,0.0,1,0,1,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9797,armadooo,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
15389,estacionales,4.0,1.0,3,1,4,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15390,jajajajajajana,4.0,1.0,2,1,3,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15391,piantar,4.0,1.0,3,1,4,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15392,gritara,4.0,1.0,4,1,5,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15393,imprimen,4.0,1.0,4,1,5,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15395,pensandola,4.0,1.0,4,1,5,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
9789,chaboncitas,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
15396,garchaa,4.0,1.0,3,1,4,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15397,marone,4.0,1.0,3,1,4,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15398,chequee,4.0,1.0,3,1,4,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
9796,ochito,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9795,bodnarsky,4.0,0.0,2,0,2,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9794,waffle,4.0,0.0,3,0,3,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9793,maipucina,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9792,degggame,4.0,0.0,2,0,2,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9791,buenanueva,4.0,0.0,3,0,3,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9790,vaaalla,4.0,0.0,1,0,1,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9765,extraditar,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9763,excompañera,4.0,0.0,2,0,2,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9803,ﾟﾟ,4.0,0.0,1,0,1,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9725,fedehn,4.0,0.0,1,0,1,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9735,caltabiano,4.0,0.0,3,0,3,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9734,pocitos,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9733,deportivoo,4.0,0.0,2,0,2,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9732,bassin,4.0,0.0,2,0,2,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9731,tormentón,4.0,0.0,1,0,1,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9730,scarf,4.0,0.0,2,0,2,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9729,obejas,4.0,0.0,3,0,3,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9728,dezarnaud,4.0,0.0,3,0,3,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9727,promisse,4.0,0.0,2,0,2,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9726,improcrash,4.0,0.0,1,0,1,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9724,micreros,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9737,mufadas,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9723,flayarla,4.0,0.0,3,0,3,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9722,pooop,4.0,0.0,3,0,3,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9721,lampa,4.0,0.0,3,0,3,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9720,catas,4.0,0.0,3,0,3,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
15401,curao,4.0,1.0,4,1,5,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15402,genarito,4.0,1.0,4,1,5,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15403,cincunegui,4.0,1.0,2,1,3,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15404,trababa,4.0,1.0,4,1,5,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15405,agustiii,4.0,1.0,2,1,3,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15406,desquiciados,4.0,1.0,4,1,5,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
9736,cachai,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9738,desheredó,4.0,0.0,3,0,3,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9762,saludette,4.0,0.0,1,0,1,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9751,stormers,4.0,0.0,1,0,1,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9761,temblorsito,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9760,ebrioo,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9759,xenia,4.0,0.0,2,0,2,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9758,chamullado,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9757,runnerio,4.0,0.0,3,0,3,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9756,robostep,4.0,0.0,1,0,1,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9755,kanes,4.0,0.0,1,0,1,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9754,sopar,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9753,troyas,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9752,marchigiana,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9750,andinos,4.0,0.0,2,0,2,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9739,patatum,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9749,hurlingam,4.0,0.0,3,0,3,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9748,ceverino,4.0,0.0,1,0,1,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9747,jajaajajajjajaja,4.0,0.0,3,0,3,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9746,consolarlo,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9745,saladillo,4.0,0.0,2,0,2,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9744,nayra,4.0,0.0,1,0,1,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9743,maridado,4.0,0.0,1,0,1,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9742,abushido,4.0,0.0,2,0,2,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9741,apaleó,4.0,0.0,3,0,3,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9740,ketapasando,4.0,0.0,3,0,3,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9802,peequis,4.0,0.0,1,0,1,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9804,noseda,4.0,0.0,2,0,2,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
15305,quieroquiero,4.0,1.0,4,1,5,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15342,flayeas,4.0,1.0,3,1,4,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15332,teeevez,4.0,1.0,1,1,2,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15333,lispector,4.0,1.0,1,1,2,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15334,tkkkm,4.0,1.0,4,1,5,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15335,futbolísticos,4.0,1.0,4,1,5,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15336,manhunt,4.0,1.0,2,1,3,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15337,ragazza,4.0,1.0,3,1,4,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15338,papass,4.0,1.0,2,1,3,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15339,ooooi,4.0,1.0,3,1,4,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15340,perdónennos,4.0,1.0,3,1,4,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15341,sobreviviendooo,4.0,1.0,3,1,4,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15343,sargent,4.0,1.0,1,1,2,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15330,galeno,4.0,1.0,3,1,4,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15344,petracca,4.0,1.0,1,1,2,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15345,liu,4.0,1.0,4,1,5,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15346,apogeo,4.0,1.0,1,1,2,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15347,neveeer,4.0,1.0,3,1,4,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15348,jeweil,4.0,1.0,2,1,3,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15349,pprq,4.0,1.0,3,1,4,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15350,pacooo,4.0,1.0,4,1,5,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15351,gritás,4.0,1.0,4,1,5,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15352,bachiller,4.0,1.0,2,1,3,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15353,arremangado,4.0,1.0,2,1,3,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15331,ajajaajaja,4.0,1.0,4,1,5,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15329,smalls,4.0,1.0,2,1,3,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15355,enroscados,4.0,1.0,4,1,5,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15316,cccn,4.0,1.0,3,1,4,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15306,politicooo,4.0,1.0,3,1,4,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15307,molestarnos,4.0,1.0,4,1,5,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15308,chapooo,4.0,1.0,3,1,4,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15309,flit,4.0,1.0,2,1,3,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15310,malvaloca,4.0,1.0,3,1,4,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15311,subidonnn,4.0,1.0,1,1,2,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15312,tiragoma,4.0,1.0,4,1,5,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15313,shanty,4.0,1.0,1,1,2,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15314,piree,4.0,1.0,4,1,5,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15315,kico,4.0,1.0,3,1,4,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15317,pelelaaa,4.0,1.0,3,1,4,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15328,shred,4.0,1.0,1,1,2,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15318,inocent,4.0,1.0,2,1,3,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15319,tranquelaaa,4.0,1.0,3,1,4,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15320,eoeo,4.0,1.0,2,1,3,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15321,kermés,4.0,1.0,2,1,3,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15322,xxxi,4.0,1.0,3,1,4,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15323,sobornando,4.0,1.0,3,1,4,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15324,subacuático,4.0,1.0,3,1,4,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15325,mazzoco,4.0,1.0,3,1,4,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15326,organízate,4.0,1.0,4,1,5,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15327,millenium,4.0,1.0,2,1,3,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15354,ozunaaa,4.0,1.0,3,1,4,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15356,enviciada,4.0,1.0,4,1,5,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
9805,invio,4.0,0.0,1,0,1,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
15388,jajjajjajajaja,4.0,1.0,4,1,5,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
2655,botellero,20.0,5.0,4,3,7,1.90258258546e-11,2.12711670713,0.161251258163,13.1913185135
2654,scanner,20.0,5.0,15,4,19,1.90258258546e-11,2.12711670713,0.161251258163,13.1913185135
2653,xf,20.0,5.0,4,5,9,1.90258258546e-11,2.12711670713,0.161251258163,13.1913185135
15381,aliexpress,4.0,1.0,3,1,4,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15382,ramitos,4.0,1.0,3,1,4,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15383,rocanrolll,4.0,1.0,4,1,5,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15384,palitooo,4.0,1.0,4,1,5,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15385,depilen,4.0,1.0,3,1,4,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15386,kizz,4.0,1.0,1,1,2,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15387,gmorning,4.0,1.0,1,1,2,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
9816,rumbito,4.0,0.0,2,0,2,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
2657,penses,20.0,5.0,20,5,25,1.90258258546e-11,2.12711670713,0.161251258163,13.1913185135
9815,malpegarno,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9814,carosio,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9813,guachoos,4.0,0.0,1,0,1,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9812,loqueta,4.0,0.0,2,0,2,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9811,suavignon,4.0,0.0,3,0,3,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9810,ércoli,4.0,0.0,1,0,1,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9809,villatoro,4.0,0.0,3,0,3,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9808,gachinat,4.0,0.0,3,0,3,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9807,tancredi,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9806,edder,4.0,0.0,1,0,1,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
2656,mufados,20.0,5.0,18,5,23,1.90258258546e-11,2.12711670713,0.161251258163,13.1913185135
2658,aisha,20.0,5.0,3,3,6,1.90258258546e-11,2.12711670713,0.161251258163,13.1913185135
15357,regtest,4.0,1.0,2,1,3,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15368,vilariño,4.0,1.0,2,1,3,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15358,lavamanos,4.0,1.0,4,1,5,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15359,dicotomía,4.0,1.0,4,1,5,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15360,guantear,4.0,1.0,4,1,5,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15361,ezpezialez,4.0,1.0,4,1,5,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15362,bailás,4.0,1.0,4,1,5,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15363,giritaaa,4.0,1.0,4,1,5,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15364,escc,4.0,1.0,3,1,4,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15365,pogooo,4.0,1.0,1,1,2,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15366,cassia,4.0,1.0,3,1,4,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15367,errata,4.0,1.0,2,1,3,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15369,exxxtraño,4.0,1.0,3,1,4,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15380,petersburgo,4.0,1.0,2,1,3,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15370,auriculareees,4.0,1.0,3,1,4,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15371,salimooo,4.0,1.0,4,1,5,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15372,puesteros,4.0,1.0,4,1,5,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15373,olemos,4.0,1.0,2,1,3,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15374,carámbula,4.0,1.0,3,1,4,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15375,maama,4.0,1.0,3,1,4,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15376,maxu,4.0,1.0,4,1,5,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15377,madruguera,4.0,1.0,2,1,3,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15378,agost,4.0,1.0,2,1,3,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
15379,arrancate,4.0,1.0,4,1,5,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
9454,colguemos,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
15143,compranding,4.0,1.0,1,1,2,0.002679631364,0.425423341426,0.0322502516326,13.1913185135
9452,lucosky,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9303,sotanillo,4.0,0.0,2,0,2,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9294,dieez,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9295,pensiero,4.0,0.0,1,0,1,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9296,enfierrado,4.0,0.0,3,0,3,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9297,larrain,4.0,0.0,2,0,2,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9298,kke,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9299,chimere,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9300,cuchininiii,4.0,0.0,1,0,1,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9301,cerralooo,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9302,mañosear,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9304,dependeee,4.0,0.0,3,0,3,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9269,shicaaa,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9305,wiped,4.0,0.0,1,0,1,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9306,gatearon,4.0,0.0,3,0,3,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9307,bolados,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9308,imparato,4.0,0.0,2,0,2,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9309,bosdari,4.0,0.0,1,0,1,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9311,traicaaa,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9312,mendooo,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9313,hah,4.0,0.0,3,0,3,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9314,bardiada,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9293,chiapetta,4.0,0.0,2,0,2,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9292,raditz,4.0,0.0,1,0,1,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9291,cajetiar,4.0,0.0,2,0,2,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9290,agredimos,4.0,0.0,2,0,2,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9271,dewey,4.0,0.0,3,0,3,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9272,camerucci,4.0,0.0,2,0,2,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9273,sponville,4.0,0.0,1,0,1,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9274,plagosa,4.0,0.0,2,0,2,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9275,desplomarse,4.0,0.0,3,0,3,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9276,filotea,4.0,0.0,1,0,1,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9277,carettas,4.0,0.0,1,0,1,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9278,definiera,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9279,descubrime,4.0,0.0,1,0,1,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9280,pateás,4.0,0.0,3,0,3,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9281,lulunta,4.0,0.0,4,0,4,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
9282,fowler,4.0,0.0,3,0,3,0.000281248756278,0.425423341426,0.0322502516326,13.1913185135
