,Palabra,sugerencias
2045,cortito,"coti,cartelito,completito,croto,coria"
2046,seg,
2047,empieze,empiezen
2048,mad,
2049,mabeeel,
2050,chaqueño,chamuyero
2051,someone,"simeone,soon,somebody,sometimes"
2052,bañaso,
2053,banfield,
2054,andy,any
2055,creeme,creeer
2056,decias,"deca,decisss,decision,decidi,deberias"
2057,habria,"habran,habras,harias,hara,habre,habiamos"
2058,seguia,"seguira,seguire,guia"
2059,añooo,añoo
2060,money,"monkeys,honey,monster"
2061,halloween,
2062,pogo,"pong,poio,prog"
2063,change,"channel,cage,challenge,changuito,chayanne"
2064,nochon,"nochonnn,nocheros"
2065,lamela,lala
2066,pachi,"pachu,panchito,pochi,pachano,cachi,wachi,planchita"
2067,guns,"gus,guys"
2068,portugal,"portugues,porteña"
2069,toke,"dtoke,teke"
2070,elba,"ela,elsa"
2071,pepo,
2072,parana,"paraa,paragua,aranda,papaa,pasaa,pajaa"
2073,federer,
2074,jere,"jee,juerte"
2075,kirchneristas,
2076,ahq,
2077,padel,paddle
2078,báez,baez
2079,fiore,fiorella
2080,tdf,
2081,aritos,"arbitros,arto,marito,carito,marquitos,barrientos"
2082,fisico,fisio
2083,young,
2084,fé,
2085,compas,"cumpas,compania,comparti,comia,chomaso,comparacion"
2086,pitbull,pitu
2087,muyy,
2088,guadalupe,guardame
2089,thing,"thinking,watching,tin"
2090,arbitros,arto
2091,geo,"gero,geor"
2092,yisus,
2093,flow,"low,flo"
2094,booo,"brooo,boo,book,bajooon,broo"
2095,lcdsm,lcdtm
2096,sandra,"sanra,sand,sandro,saldra,sabra"
2097,sec,secu
2098,fsa,
2099,santiagueño,"santiagueños,santiagueña,santino"
2100,demi,dami
2101,hacian,"hacias,haciamos,haciendome,haciendole,haciendose"
2102,flashear,"flashar,flashera,flashe,flasheas,flasheo,flashas,flashie,flashan,flashee,flasheando,flasho,flashando"
2103,conte,"counter,conti,conver,conser,copate,corner"
2104,superalo,
2105,perreo,"perderlo,peero,perry,perri,peroo,peorr"
2106,easy,esty
2107,hablamee,"hablee,habilitame,hablabamos,hablarr"
2108,myself,
2109,dybala,
2110,rollers,
2111,noa,
2112,goooll,
2113,dps,hdps
2114,malota,"malote,malaa,malal"
2115,cucharita,"cuchi,clarita"
2116,buenita,"buenito,bueni,buenass,buenaas,buenn,bebita,bueen"
2117,flasheo,"flashe,flasho,flashie,flashee,flasheando,flashera,flasheas,flashando,flashar,flashas,flashan"
2118,without,
2119,jebus,
2120,xv,
2121,movil,movidito
2122,area,"varela,arta,bardeas,agregame"
2123,aye,"aylen,mayer,bayer"
2124,pto,putoo
2125,juga,"jugate,jugatela,jugadorazo,juaz"
2126,picadita,pesadita
2127,escracho,"escrachos,escrache,escuchalo"
2128,twitear,"twiter,twitea,twittean,twiteo,twitteros,twiteando,twitteando,twitteo,tuitea"
2129,pure,puee
2130,ahii,"aii,aiii,amii"
2131,estaa,"esaa,estaras,estaran,estarias,estariamos,est"
2132,estoyy,"esty,estoi,soyy"
2133,into,"intro,int,inta"
2134,espn,esperandote
2135,ツ,
2136,chamuyar,"chamuya,chamuyero,chamuyando,chamuyos,chamamé,chamame"
2137,accion,"nacion,adiccion"
2138,wachas,"wachos,wachi,acha"
2139,osito,
2140,selfies,sele
2141,choripan,"choripanes,coria,chipas"
2142,pedaso,"pesao,pedia,pedoo,penso"
2143,pony,pong
2144,nomass,
2145,spot,"sportivo,shot"
2146,emoji,emo
2147,cavenaghi,cavegol
2148,eia,"reia,elias"
2149,gestion,
2150,noni,"anonimo,anonima,nani"
2151,guri,"guia,guardiola"
2152,cajita,"caia,capitan,clarita,caiate,cadenita,cabecita"
2153,tecnologia,tecnica
2154,juntadita,"juntitos,juanita"
2155,sanguche,"sanguchitos,such"
2156,awantiaaa,"awantaaa,awantia,aguantiaaa"
2157,ví,
2158,bronk,"broken,born,brownie"
2159,luu,"luuu,lulu"
2160,plz,
2161,jujuuu,"jujujuju,uuuu"
2162,capitanich,"capitan,capi"
2163,sigueme,
2164,xdd,
2165,pereira,"perderla,perri,perry"
2166,andaa,"bandaa,andaria,bandana,anana,aranda,amanda,naada,andujar"
2167,two,
2168,patito,"patita,partio,paio,patetico,patin,pastelitos,autito,putitos,platita,papito,partidoo,panchito,papelito"
2169,má,
2170,locaa,lorca
2171,tws,
2172,luuu,"celuuu,boluuu,holuuu,lulu"
2173,chongo,
2174,mike,"mickey,mika"
2175,claaa,"claaro,camaa,cla,clarita"
2176,matematicas,"matecitos,matecito,mataria,matame,matesitos,matt"
2177,bersuit,
2178,rolling,rolin
2179,wars,waso
2180,martu,"marita,marito,mat,smart,maraton,marquez"
2181,buenass,"buenaas,buenn,bueni,bueen"
2182,pte,
2183,newells,
2184,você,
2185,pia,pcial
2186,nacio,"nacion,nachito,natacion,narco,narcos"
2187,soss,"sss,besoss,sssi"
2188,favs,
2189,cuerpito,culito
2190,pobresita,"pobrecitos,pobree,personitas,problemita"
2191,touch,"tuc,toc"
2192,wey,
2193,mode,"move,mood"
2194,ping,"pig,pingüino,empinga,pringles,pong,pain"
2195,stars,"start,estaras,estarias,stardoll"
2196,willy,"tilly,williams"
2197,campari,"camp,campito,caprio,camaras,camaa,camii"
2198,chabonn,"chabooon,chabonas,chao,chavon,channel,cabron"
2199,emilio,"emilia,milo"
2200,lulu,
2201,graciela,"grace,graciias,grecia"
2202,pleaseee,"pleasee,pleace,plateee"
2203,todabia,tobi
2204,twt,
2205,necochea,
2206,despertas,
2207,fanta,"fana,fanatica,fanatico,fatima"
2208,gays,guys
2209,irr,tirri
2210,vacia,"vaia,vai"
2211,lapicera,"laprida,lapiz"
2212,jamon,"japon,jason,jazmin"
2213,alegrias,alegriaaa
2214,londres,lore
2215,hold,holu
2216,sexi,sex
2217,tévez,
2218,luchi,"lucila,cuchi"
2219,sab,"samba,sabra"
2220,bio,"beio,bi"
2221,fabi,"fabio,fabián,fabian,fbi,fabiana,fabricio,fati"
2222,gesell,
2223,christian,"chris,christmas,cristi,chipitas"
2224,liam,lia
2225,minecraft,
2226,oi,oir
2227,logroño,logo
2228,cassette,
2229,adiccion,"direccion,maldicion,aplicacion,edicion"
2230,religion,rigoni
2231,carajoo,"cargoso,cartoon,claroo,carabajal"
2232,oreos,
2233,chabooon,"chabonas,chao,cagooon,chavon"
2234,per,"peru,perry,peroo,peero,peorr,perri,pearl"
2235,sister,
2236,cjs,
2237,mayweather,
2238,electronica,"electrica,cronica"
2239,detras,deberias
2240,cajon,"cabron,carton"
2241,twitteo,"twiteo,twitteros,twitteando,twittean,twitts,twiter,twitea,twiteando,tuiteo"
2242,habitacion,"habiamos,habilitame"
2243,sky,skay
2244,mierd,"mierrda,mer,miller,mister,miedito"
2245,sushi,
2246,sheeran,
2247,daddy,
2248,delfino,
2249,hermanoo,"hermanaa,hero"
2250,sobrinita,"sobri,sonrisita,sabrina,sori"
2251,lilita,lili
2252,doritos,
2253,pretty,
2254,emilia,
2255,gigliotti,
2256,giuli,giu
2257,stalkeas,"stalkeada,stalkearme"
2258,miaaa,"miaa,iaaa,miraa,musicaaa,malaa,maa,tiaaa,maia"
2259,sabadooo,asadoo
2260,escribio,"escribia,recibi"
2261,freezer,freestyle
2262,salon,"balon,solange,salamin"
2263,tomatela,
2264,informacion,"informatica,inflacion"
2265,pass,"paises,ipauss,passarella"
2266,benjamin,
2267,gatitos,gatoo
2268,williams,
2269,sex,
2270,patetico,"patetica,matecito,partio,parecio,plastico"
2271,jovenes,jones
2272,being,
2273,lta,
2274,tilcara,
2275,japi,
2276,idolaa,"idolaaa,piolaa"
2277,stalkearme,stalkeada
2278,creia,"reia,coria,cri"
2279,placard,
2280,buenito,"bueni,bueeno,buenisimooo,buenn,abuelito,bebito,bueen"
2281,chomba,"chosma,chomaso"
2282,yours,yor
2283,pla,
2284,loka,lokita
2285,papaa,"pasaa,paraa,pajaa,papitas"
2286,arta,"marita,sarita,arto"
2287,matesitos,"matecitos,matess,matecito,tesito,matt,pastelitos,matense"
2288,silvina,"silvi,silvio,silvana"
2289,santino,"santy,santiagueños"
2290,sportivo,sori
2291,cri,"cr,chris,coria"
2292,chuli,"chili,chuchi"
2293,panqueque,
2294,peliii,"pelii,eiii,peliar,peliss"
2295,capitan,"capi,caia"
2296,geniaa,"geniaal,genioo"
2297,euu,
2298,net,next
2299,gigolo,
2300,mostro,"most,monster,mosho,monsters"
2301,english,
2302,bostera,
2303,uyyy,
2304,sofía,
2305,anses,manseros
2306,jennifer,"jenni,jenny"
2307,jojojo,
2308,ocote,
2309,aimar,ima
2310,tra,"trap,tr,traño"
2311,bianca,"bian,bancame,bancaba,bancate"
2312,zamora,amora
2313,bancamos,"bancame,bancarse,bancaba,bancate"
2314,pibitos,"pibitas,primitos"
2315,oki,"okis,coki"
2316,azucar,aznar
2317,comidita,"comia,comoda,colita"
2318,hdppp,
2319,ivana,"silvana,ian"
2320,since,"shine,inc"
2321,sims,simsimi
2322,fernanda,ferne
2323,cr,cra
2324,andre,andaria
2325,tucu,"tuc,tuu,tutu"
2326,bss,"bsas,bass"
2327,bardeas,"bardera,bardeo,bardearme,bardero"
2328,pibeee,"pibee,pibess,pilee"
2329,rapidooo,"rapidoo,rapidito,rapida,rapidisimo,partidoo"
2330,decision,"desicion,decidi,decisss,decepcion,edicion,direccion,diversion"
2331,magic,"magica,magali"
2332,aguero,"gero,aguilera"
2333,another,"other,anochee"
2334,amm,amame
2335,darling,
2336,fly,
2337,talk,"talking,taka"
2338,tony,tomy
2339,going,
2340,vofi,
2341,before,
2342,miamor,
2343,caba,"cabala,cabral,chabas,cabj,caia,cambiaria,chabonas"
2344,pao,"paio,pavon,paola,paolo"
2345,jaz,juaz
2346,nae,nare
2347,pasaa,"pasaria,pasao,paraa,pajaa,pasenla"
2348,nenito,"nenitos,nesecito"
2349,genioo,
2350,mars,"marisa,marisol,mary,mark,macrista,mais"
2351,pobrecitos,pobree
2352,cafesito,"caiste,carito"
2353,pag,page
2354,est,"esty,west,lesto,estoi,estee"
2355,daa,"díaa,dara,daale"
2356,country,"counter,courtesy"
2357,jackson,jason
2358,eric,"eri,epic"
2359,frias,"rias,frida,friday"
2360,most,"monster,monsters,must"
2361,gastón,
2362,flavia,"flavio,flaquita"
2363,salteños,"salteño,salteña,santiagueños,seño"
2364,pw,
2365,heroe,"heroes,hero,heredia,chevrolet"
2366,jodita,"jodia,joyita,jodaa"
2367,practicamente,praia
2368,smith,
2369,nou,
2370,calu,"clau,cali,calm"
2371,around,
2372,japon,jason
2373,rating,"ring,raton,reading"
2374,sieston,"sesion,season"
2375,beat,"bat,beatriz,bart"
2376,sabrina,"sabra,sabian,sabras,sarita"
2377,daiana,"adriana,danisa"
2378,isabel,"isabella,israel,ismael"
2379,beltran,
2380,rubén,
2381,batacha,"batachá,bastaa"
2382,haciendome,"haciendole,haciendose,riendome"
2383,infaltable,
2384,vemo,"emo,veoo"
2385,vienee,
2386,ídola,
2387,papito,"papelito,paio,papitas,pappo,partio,panchito"
2388,dormirla,"dormiria,dormiir,dormír,dormii"
2389,nick,nicki
2390,garchar,"garcas,acha,garpa,garay"
2391,years,
2392,chicago,"chicho,chicass,chicoss,chamigo"
2393,biglia,
2394,olimpo,olimpia
2395,amore,"amora,morfe"
2396,gordis,"gordii,gordiii,gordaa,gordoo"
2397,ga,
2398,rocanrol,rocanroles
2399,lov,"loves,loviu,loved"
2400,shaky,"shake,shakira"
2401,directioners,"direccion,dire"
2402,celuuu,celuu
2403,cojer,"coje,conver,conser"
2404,broken,
2405,campito,"camp,capi,champion,caprio,carito,campeooon,camii"
2406,under,"understand,nde"
2407,wake,"walker,walk"
2408,alikal,alina
2409,head,"heard,had,hear,hernandez,hand"
2410,chris,"christmas,chipas"
2411,manchester,masterchef
2412,match,"mat,masterchef"
2413,then,teen
2414,afip,
2415,moon,"maroon,mood,mioo"
2416,everyday,everybody
2417,feliiz,felix
2418,ian,"iran,gian,bian"
2419,princess,"princesita,pringles,principe"
2420,aylen,"ayelen,allen"
2421,tuc,
2422,random,"randazzo,fandom"
2423,brizuela,
2424,cargadito,"carito,carrito,calladito,carrio,clarito,cargosa,cargoso"
2425,consegui,"conseguite,conser"
2426,twitteando,"twiteando,twittean,twiteo,twitea,tuiteando,twitteros,twitts,twiter"
2427,necesitaria,
2428,codigos,codigo
2429,suertee,
2430,nanana,"nananana,nanni,naaah,naada"
2431,besoss,besis
2432,simon,simeone
2433,brancatelli,"bancate,bancatela"
2434,fun,"found,funny,funca"
2435,yop,
2436,gimenez,
2437,jimena,
2438,joel,joe
2439,gise,gisela
2440,ep,
2441,vic,"vick,vico,vicki,voice"
2442,legends,
2443,neves,nee
2444,subis,subs
2445,entendia,"entendio,entendo,entende"
2446,bajonnn,"bajonn,bajooon,bajoneo,bajonea,bajonear"
2447,dormiria,"dormii,dormiir,dormír"
2448,shock,
2449,vu,
2450,dark,"dara,dare,drake,dear"
2451,problemitas,"problemita,probe"
2452,rivero,riverr
2453,mts,
2454,nara,"narnia,nare"
2455,colazo,colgo
2456,even,"seven,evelyn,heaven,everyone"
2457,papelon,"papelito,pappo"
2458,qqq,qq
2459,skate,state
2460,bernal,
2461,enjoy,
2462,añito,
2463,style,
2464,trio,
2465,sep,
2466,chávez,
2467,ferrari,ferreyra
2468,balotaje,"ballotage,balon"
2469,vir,
2470,elias,"elisa,eliana,elvis,melisa,lia,ela"
2471,nicole,nicooo
2472,aburroo,"aburridoo,aburri,aburris"
2473,edicion,"desicion,direccion"
2474,nde,"nd,indec"
2475,ql,
2476,xqe,
2477,rien,"riendome,ring"
2478,listoo,"listorti,luisito"
2479,palta,"paulita,paola,palaso,patita,platita,palazzo"
2480,somebody,
2481,sisis,
2482,found,sound
2483,wall,walk
2484,kpa,
2485,veci,
2486,culito,"culiaooo,cumplio,culiadaso,culiadooo,culiar,culiaa,clarito"
2487,mellis,melisa
2488,bueen,"bueeno,buenn,bueni,buenaas"
2489,cam,"calm,camp,came,camaa,camii"
2490,lore,lorena
2491,fiat,"fit,fati"
2492,nio,
2493,carp,"camp,capi,clap"
2494,iujuuu,uuuu
2495,state,start
2496,cavs,cash
2497,uda,
2498,malísima,
2499,elegi,
2500,podra,"podras,podran,pondria,podriamos,podias,podian,porfaa"
2501,marcela,"mariela,marvel,mariconear,marge,marie"
2502,duo,du
2503,pringles,princesita
2504,george,geor
2505,had,"hand,hands"
2506,chelsea,"chelo,else"
2507,mogolico,mogolica
2508,nii,
2509,him,
2510,iso,hiso
2511,tngo,tano
2512,ciclon,
2513,hacias,"haciamos,harias,haciendose,habiamos"
2514,ortivas,"ortiba,ortiz,ortigoza"
2515,leonardo,
2516,safo,safe
2517,leccion,"lechon,coleccion"
2518,princesita,"principe,principito,priscila"
2519,señorrr,"seño,señooor,serr,señoresss"
2520,ingrid,
2521,estubo,"estube,estupidos,estoi"
2522,inside,indec
2523,bitches,bichitos
2524,habilitame,habiamos
2525,hartante,"hara,habran"
2526,isis,
2527,cecilia,
2528,porfin,"porfaa,point"
2529,ranking,
2530,rosita,"rosi,rosquitas,ropita,soria"
2531,hiso,"his,hso,history,historico,hits"
2532,coti,"conti,coty,coni,coki,cati"
2533,pitu,"itu,piti,pitt,pium"
2534,sp,
2535,mattioli,matt
2536,saludito,"salu,alguito"
2537,winter,"inter,winner,twiter"
2538,sand,"sandro,sad"
2539,dejaa,decada
2540,quintela,"quie,quini"
2541,podriamos,"podras,podias,podran,pondria,podian,promos"
2542,vooo,"voo,vooy,volo,veoo"
2543,dejense,defendes
2544,tano,"tannto,taanto,tann"
2545,next,
2546,pliss,"peliss,lis"
2547,rtw,
2548,boludeses,"boludaa,boludoo"
2549,leave,"level,olave"
2550,cenita,"cadenita,celina"
2551,bebito,"bebita,beio,bebote,bebota,betos"
2552,higuaín,
2553,hnito,hnita
2554,joaco,joa
2555,elisa,"elsa,melisa,elvis,bielsa,eliana,lis"
2556,aiii,"aii,avicii,aquiii,saliii,camiii,amii,amiguiii"
2557,anga,"angela,banega,anna"
2558,toc,
2559,loves,"loved,loveee"
2560,brothers,
2561,automaticamente,
2562,shakira,"shake,share"
2563,salirr,saliii
2564,perdonnn,perdooon
2565,paris,"paraiso,paradise,partidaso,partio,pasaria,auris,abris,paises,parecio,paresco"
2566,oscars,
2567,ki,"kid,kit,kim"
2568,pavon,
2569,cinthia,"cintia,chinita"
2570,sobri,"sori,soria,sonrio"
2571,vieji,"viejitos,viejoo,vie"
2572,croto,"crota,cartoon"
2573,onur,onu
2574,premium,premier
2575,rincon,ricoo
2576,ferne,fernettt
2577,ernesto,
2578,chanchi,"chanchita,chuchi,cachi,changuito"
2579,salu,saul
2580,cavegol,
2581,bebita,bebota
2582,fla,
2583,stella,"steam,sevilla"
2584,heras,"hear,heroes"
2585,kalima,khalifa
2586,clorinda,coria
2587,eldorado,
2588,diciendome,diciendole
2589,personitas,
2590,muchisima,muchisimooo
2591,calorr,"caloor,carrio"
2592,adidas,
2593,cristi,cristóbal
2594,adam,
2595,wi,"win,wiz,wii"
2596,nacion,"natacion,nachito,narigon,narco"
2597,matess,"matense,matters,matecitos,matos,makes,maite"
2598,loqui,"loquis,loquillo,ñoqui"
2599,pame,"pam,pagame,paez,page,pake"
2600,skrillex,skills
2601,ivo,
2602,urtubey,
2603,wondering,wonder
2604,tin,tini
2605,moments,"moment,mentis,monsters"
2606,safe,save
2607,reirnos,"reimos,barrientos"
2608,tendra,"tendras,tendriamos,vendra"
2609,candadito,cansao
2610,corazooon,"corazonnn,corazoncito,corazónnn"
2611,sumale,
2612,enamoradisima,
2613,monito,"mojito,monica,movidito"
2614,flaquita,"flaquito,flaqui"
2615,amiguitas,"amiguitaaa,amigass,amiguiii,amii,amigoss"
2616,estrellita,"estres,escuelita"
2617,air,maira
2618,flashe,"flashie,flashee,flashera,flasheas,flasho,flasheando,flashar,flashas,flashan,flashando"
2619,tuiteo,"tuiteando,tuitea,twiteo"
2620,rastas,rasta
2621,twitts,"twitteros,twittean,twiter,twiteo,twitea"
2622,twiter,"twitteros,twiteo,twitea,twittean,twiteando"
2623,gus,"guys,gusti,aguss"
2624,xeneize,
2625,pub,
2626,studio,"study,stupid"
2627,ó,
2628,sanra,"sabra,sandro,sabras,sarita,saldra"
2629,huuu,"chuuu,holuuu"
2630,almeyda,
2631,buddha,
2632,maa,"maia,miaa,malaa,malal"
2633,porteña,portugues
2634,turros,
2635,moment,
2636,vueltita,"vueltitas,vueltera"
2637,cansadisima,"cansadisimo,cansao"
2638,codigo,"colgo,conmigoo"
2639,lider,
2640,principe,principito
2641,paola,"paolo,palaso"
2642,foe,
2643,sinsajo,
2644,msjs,máss
2645,win,
2646,sj,
2647,galaxy,garay
2648,agu,aguss
2649,cabj,carabajal
2650,vane,
2651,kinesio,"kinesiologo,ines"
2652,alem,aleman
2653,joni,"jon,jony,jona,jovi,joan"
2654,ctm,
2655,héctor,hector
2656,dep,depa
2657,chilecito,"chili,chinito,chicho"
2658,ng,
2659,merecia,merecias
2660,mantecol,"matecito,mancuello"
2661,mani,"mann,melanie,maia,maki,mais"
2662,perfeccion,"recepcion,decepcion"
2663,friday,frida
2664,pagani,"pagate,pagame"
2665,changuito,"chinito,chanchita"
2666,vaaamo,"aaamo,vamaaa"
2667,alejandra,aleman
2668,emanuel,
2669,básquet,
2670,dormír,"dormiir,dorrr,dormii"
2671,metallica,melancolia
2672,tania,"taria,tapita"
2673,sele,sese
2674,qliao,"qlia,lia"
2675,mdt,
2676,fellner,
2677,raices,
2678,ville,"villeros,viale,villalba,villagra"
2679,ilusion,
2680,galletita,
2681,voyy,vooy
2682,tipica,
2683,hacee,"hacerr,ace,hablee"
2684,pepsi,pesimo
2685,clarito,"carito,clarita,clari,carrito,claroo,claaro,caprio,carrio,carton"
2686,walker,walk
2687,goku,
2688,pelii,"peliar,peliss"
2689,tambienn,"tambieen,tambiénnn,tambn,tmbn"
2690,partidaso,"partio,partidoo,paraiso,paradise,parejitas"
2691,alli,falling
2692,psg,ps
2693,tattoo,"tatto,tatoo"
2694,angela,angie
2695,sad,
2696,piti,"pii,pitt,piri,puti"
2697,paez,"page,pake"
2698,bertolo,bertone
2699,gossip,
2700,saa,"esaa,saaa,safar"
2701,paolo,palaso
2702,ahrre,ahrr
2703,santiagueños,santiagueña
2704,maira,"maia,marita,marisa,mayra,miraa,mariela,miaa,mantra,matina,magica"
2705,vai,vaia
2706,rosana,
2707,bife,"bifes,bike"
2708,caiste,caiate
2709,soretes,"sometimes,sorrentinos"
2710,sanguchitos,
2711,perry,"perri,peorr"
2712,stone,"store,strong"
2713,chao,"chavon,chamuyos,champion,chabonas,charlotte,chos"
2714,memes,"meme,memories"
2715,milka,"mika,milas,milan,milani,milanga"
2716,apesar,
2717,guitarreada,guia
2718,morita,marita
2719,flavio,flaquito
2720,jon,"jony,joan,jona,jones"
2721,lyric,lyrics
2722,nuñez,
2723,nano,nani
2724,amii,"tamii,camii,aii,admiti,camiii,amiguiii,amiguitaaa"
2725,denuevo,
2726,cabral,"cabala,carabajal,cabron"
2727,remarla,
2728,postaa,
2729,colectivero,coleccion
2730,garpa,"garay,garcas"
2731,hitler,
2732,juanita,"juancito,juanma,juanchi"
2733,polino,"poio,point"
2734,looking,loving
2735,pitana,patin
2736,bueeno,"buenn,bueni"
2737,australia,
2738,adrián,"adri,adriana"
2739,oriana,
2740,uma,
2741,airbag,
2742,arctic,
2743,urquiza,
2744,mancuello,
2745,microsoft,mioo
2746,vr,
2747,lptm,"ptm,lpmm"
2748,hara,"chara,harias,haa,habran,habras,hare,hear"
2749,caia,"caiate,cali,capi,cati,cambiaria"
2750,screen,scream
2751,sarpada,
2752,mueroo,
2753,presion,"prison,expresion,prendio,pesimo"
2754,pong,"ponganse,prog"
2755,acv,
2756,garcas,"garay,graciias"
2757,point,podian
2758,save,
2759,ridicula,ridiculo
2760,peroo,"perdooon,pedoo,peero"
2761,banega,"bajonea,bajonear"
2762,hize,
2763,united,
2764,chinito,"chinita,chini,chiquitito,chili"
2765,dá,
2766,oficialismo,
2767,tl,
2768,toledo,"tolo,toodo"
2769,israel,"ismael,isabella"
2770,manseros,monsters
2771,gp,gps
2772,bri,abris
2773,qq,
2774,tendriamos,"tendras,terminalo"
2775,grupito,
2776,quedaria,
2777,reia,"regina,grecia,rela,read,rias"
2778,gps,
2779,policias,"politicas,podias"
2780,violetta,vilouta
2781,comodo,"comoo,comoda,conmigoo"
2782,brad,"band,bora"
2783,jugue,"jugate,juguito"
2784,bowling,bowl
2785,wrong,
2786,chipas,"chipitas,chicass,chimpay,choripanes,chats"
2787,notebook,netbook
2788,close,loser
2789,tii,"tiki,tini"
2790,sometimes,
2791,ferreyra,
2792,tdo,
2793,diiia,diia
2794,waso,
2795,hare,"habre,share,hardwell,hear"
2796,dire,"direccion,dira,dior,drive,dare"
2797,esposito,
2798,zac,
2799,jodaa,"jodia,joyaa,joa,jordan"
2800,deberias,deberiamos
2801,maraton,"maroon,marito,arto,marin"
2802,mary,"marilyn,mark,mayra,maty"
2803,balon,"balcon,balvin,bajonn"
2804,cabezon,cabron
2805,okk,"okok,lokkk"
2806,frances,"francis,francella,frank,fraca"
2807,johnny,"jony,johnson"
2808,rubius,
2809,jaime,
2810,sound,
2811,vcp,
2812,glee,gede
2813,hip,
2814,py,
2815,prendete,prendio
2816,araujo,
2817,clau,"cla,clap"
2818,kari,
2819,niall,
2820,noc,
2821,choel,"chelo,choreo,cheboli"
2822,serr,
2823,camaa,"camaras,cabala"
2824,morfar,morfe
2825,yuta,
2826,words,word
2827,andaria,"panaderia,adri,andujar,adriana,amaria"
2828,nisiquiera,
2829,clasicos,"class,clash"
2830,lpmqlp,lpqtp
2831,pastelitos,
2832,soon,"sono,sool"
2833,counter,"conver,corner,conser,cute,courtesy,center"
2834,bay,bayer
2835,fuí,
2836,renzo,
2837,lili,loli
2838,prison,paraiso
2839,eloy,
2840,ace,
2841,escuchalo,"escu,escrachos"
2842,arruabarrena,
2843,podias,"podian,podras,pondria"
2844,aprobas,aprobeee
2845,cagandome,"cagandola,cagazo"
2846,bancame,"bancate,bancarse,bancatela,bancaba"
2847,mioo,"mismoo,milo,mood"
2848,cronica,"coni,conocia,confia,coria,crota"
2849,gone,goes
2850,tactil,
2851,apocalipsis,
2852,flasheando,"flashando,flashan,flasho,flashera,flasheas,flashar,flashas,flashie,flashee"
2853,mataria,"amaria,marita,matilda,mamitaaa"
2854,photoshop,
2855,baez,"bae,ibañez"
2856,conmebol,
2857,diu,diuuu
2858,matecitos,"matecito,tecito,matt,matense"
2859,primitos,"primi,primoo,promos"
2860,duermoo,durmiendoo
2861,playlist,"playstation,playing"
2862,tekis,tekila
2863,bsas,"bass,blas"
2864,leicester,leiste
2865,vélez,
2866,khe,
2867,page,"pagate,pagame,age,pake"
2868,chamuyos,"chamuyero,chamuya,chamuyando,chamigo"
2869,esaa,"estaras,estaran,esar,estarias,eaea,elsa"
2870,gif,gi
2871,pen,penso
2872,carcel,"caracter,cartelito"
2873,conver,"conser,corner"
2874,move,
2875,nachito,"panchito,nait,natacion"
2876,pancita,"planchita,panchito,patita,patetica"
2877,proposito,"aproposito,promos"
2878,floricienta,florcita
2879,frank,"frak,francis"
2880,sory,"sori,soyy"
2881,vola,"volvia,volveras,volo,voka"
2882,bull,"bullyng,bulling,bullrich,bill"
2883,amigoss,amigass
2884,other,mother
2885,politicas,
2886,iván,
2887,makes,
2888,cage,"age,cake,came"
2889,lanzini,
2890,his,hits
2891,likes,
2892,hr,
2893,cámpora,
2894,rising,ring
2895,miriam,"miraa,minima"
2896,season,"sesion,reason,session,sebas"
2897,monsters,"monster,mother"
2898,sono,"sonrio,sool"
2899,colita,"clarita,comia,coria"
2900,idem,
2901,epocas,
2902,cargosa,"cargoso,cards"
2903,pueee,"puedee,puee"
2904,start,"smart,stardoll"
2905,subway,
2906,together,
2907,tuiteando,"tuitea,twiteando"
2908,zombies,
2909,paraiso,"paradise,partio,palaso,paraa,paramore,parecio,paresco"
2910,tann,tannto
2911,alive,
2912,loviu,loving
2913,julián,"julii,luján,juliii"
2914,khalifa,"khalama,half"
2915,joe,jones
2916,narcos,narco
2917,guachin,
2918,express,expresion
2919,wiz,
2920,inter,"intro,tinder,int,inkier"
2921,jja,"jjja,jj"
2922,alvaro,
2923,kicillof,
2924,tumblr,
2925,luana,lan
2926,chacarera,caracter
2927,fight,"fighters,might"
2928,graph,
2929,cgt,
2930,paio,"partio,pain,partidoo,poio"
2931,guardame,"guardiola,guarani"
2932,rendi,"prendio,respondi,respondio"
2933,ahoraa,horaa
2934,diganle,
2935,flashar,"flashera,flashas,flashan,flasheas,flasho,flashando,flashie,flashee"
2936,worry,
2937,tambiénnn,"tambn,tambieen"
2938,du,
2939,díaa,dara
2940,robert,
2941,uuuu,uuuuh
2942,luquitas,
2943,barilocheee,barilooo
2944,broo,"brooo,boo,bros,book,barilooo"
2945,fueguitos,jueguitos
2946,cachi,"cuchi,wachi"
2947,guys,guy
2948,màs,
2949,chelo,"cheboli,celso,chetos"
2950,courtesy,cute
2951,cldo,cold
2952,juárez,"juarez,jueza"
2953,paraa,"paragua,pajaa,pasaria,paradise,paramore"
2954,jueguitos,juguito
2955,bardeo,"bardero,bardera,barreto,bardearme"
2956,estupidos,"estupidas,stupid"
2957,secret,
2958,zapping,
2959,estudiarr,estupidas
2960,fríooo,
2961,pitt,
2962,egoista,
2963,paises,paradise
2964,diaaas,"iaaa,diass"
2965,steve,"seven,estee,stephen"
2966,thinking,"tiki,tini"
2967,andujar,
2968,buenn,"bueni,buenaas"
2969,ladron,larrondo
2970,rrre,
2971,buso,
2972,cali,"calvin,calm,calladito,capi,cati,clari,cartelito,celi"
2973,aldo,aldosivi
2974,gentee,
2975,walk,
2976,kid,kids
